"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"w10161022_mj","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",100,"Recall2",1617
"w10168271ae","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",100,"Recall2",2562
"w470603_jgn","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",100,"Recall2",3529
"w738206JEH","clothes","clothes","1",1,2,"JOL","attire","Study2","F","Study Phase2",90,"Recall2",3596
"10158411AW","oven","oven","1",1,2,"JOL","basket","Study2","M","Study Phase2",11,"Recall2",6541
"10178510lj","","oven","0",0,2,"JOL","basket","Study2","M","Study Phase2",15,"Recall2",1372
"w10125208_cfe","hold","oven","0.25",0,2,"JOL","basket","Study2","M","Study Phase2",50,"Recall2",5002
"w10132740_fmm","eggs","oven","0.25",0,2,"JOL","basket","Study2","M","Study Phase2",40,"Recall2",1769
"w10137415_tj","oven","oven","1",1,2,"JOL","basket","Study2","M","Study Phase2",1,"Recall2",3351
"w10139313_DNM","oven","oven","1",1,2,"JOL","basket","Study2","M","Study Phase2",65,"Recall2",2552
"w10143279D.A","bucket","oven","0.166666666666667",0,2,"JOL","basket","Study2","M","Study Phase2",9,"Recall2",7483
"w10152065_kgp","oven","oven","1",1,2,"JOL","basket","Study2","M","Study Phase2",37,"Recall2",3425
"w10152143_ars","weave","oven","0.4",0,2,"JOL","basket","Study2","M","Study Phase2",40,"Recall2",3722
"w10152190_mm","oven","oven","1",1,2,"JOL","basket","Study2","M","Study Phase2",26,"Recall2",2310
"w10152527_jmt","weave","oven","0.4",0,2,"JOL","basket","Study2","M","Study Phase2",25,"Recall2",3378
"w10159882_ARS","woven","oven","0.8",1,2,"JOL","basket","Study2","M","Study Phase2",0,"Recall2",130522
"w10160519_vas","halloween","oven","0.333333333333333",0,2,"JOL","basket","Study2","M","Study Phase2",88,"Recall2",6438
"w10161022_mj","brain","oven","0.2",0,2,"JOL","basket","Study2","M","Study Phase2",40,"Recall2",3248
"w10168271ae","ball","oven","0",0,2,"JOL","basket","Study2","M","Study Phase2",10,"Recall2",3660
"w470603_jgn","fruit","oven","0",0,2,"JOL","basket","Study2","M","Study Phase2",0,"Recall2",2457
"w738206JEH","picnic","oven","0.166666666666667",0,2,"JOL","basket","Study2","M","Study Phase2",76,"Recall2",12860
"10158411AW","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",2,"Recall2",5756
"10178510lj","press","horn","0.2",0,2,"JOL","bench","Study2","U","Study Phase2",10,"Recall2",2930
"w10125208_cfe","sit","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",10,"Recall2",3902
"w10132740_fmm","seat","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",0,"Recall2",1845
"w10137415_tj","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",5,"Recall2",2441
"w10139313_DNM","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",15,"Recall2",5625
"w10143279D.A","sofa","horn","0.25",0,2,"JOL","bench","Study2","U","Study Phase2",3,"Recall2",5078
"w10152065_kgp","sit","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",30,"Recall2",3110
"w10152143_ars","work","horn","0.5",0,2,"JOL","bench","Study2","U","Study Phase2",10,"Recall2",4919
"w10152190_mm","park","horn","0.25",0,2,"JOL","bench","Study2","U","Study Phase2",28,"Recall2",2809
"w10152527_jmt","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",25,"Recall2",2892
"w10159882_ARS","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",0,"Recall2",3238
"w10160519_vas","seat","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",22,"Recall2",1880
"w10161022_mj","sit","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",69,"Recall2",3423
"w10168271ae","?","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",40,"Recall2",2759
"w470603_jgn","sit","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",5,"Recall2",1626
"w738206JEH","","horn","0",0,2,"JOL","bench","Study2","U","Study Phase2",15,"Recall2",2996
"10158411AW","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",20,"Recall2",3994
"10178510lj","","fire","0",0,2,"JOL","blaze","Study2","F","Study Phase2",5,"Recall2",2216
"w10125208_cfe","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",90,"Recall2",1909
"w10132740_fmm","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",40,"Recall2",1517
"w10137415_tj","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",90,"Recall2",2024
"w10139313_DNM","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",100,"Recall2",2536
"w10143279D.A","flight","fire","0.333333333333333",0,2,"JOL","blaze","Study2","F","Study Phase2",1,"Recall2",5528
"w10152065_kgp","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",30,"Recall2",2539
"w10152143_ars","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",70,"Recall2",2204
"w10152190_mm","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",100,"Recall2",1243
"w10152527_jmt","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",50,"Recall2",2275
"w10159882_ARS","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",65,"Recall2",3569
"w10160519_vas","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",99,"Recall2",1916
"w10161022_mj","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",100,"Recall2",2204
"w10168271ae","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",90,"Recall2",3889
"w470603_jgn","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",100,"Recall2",1567
"w738206JEH","fire","fire","1",1,2,"JOL","blaze","Study2","F","Study Phase2",100,"Recall2",3073
"10158411AW","","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",1,"Recall2",5483
"10178510lj","","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",7,"Recall2",1047
"w10125208_cfe","?","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",30,"Recall2",3826
"w10132740_fmm","double","ounce","0.5",0,2,"JOL","both","Study2","U","Study Phase2",0,"Recall2",40593
"w10137415_tj","","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",0,"Recall2",6872
"w10139313_DNM","ounce","ounce","1",1,2,"JOL","both","Study2","U","Study Phase2",25,"Recall2",11040
"w10143279D.A","same","ounce","0.2",0,2,"JOL","both","Study2","U","Study Phase2",8,"Recall2",4708
"w10152065_kgp","twice","ounce","0.4",0,2,"JOL","both","Study2","U","Study Phase2",30,"Recall2",3123
"w10152143_ars","some","ounce","0.4",0,2,"JOL","both","Study2","U","Study Phase2",0,"Recall2",2700
"w10152190_mm","","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",26,"Recall2",853
"w10152527_jmt","neither","ounce","0.285714285714286",0,2,"JOL","both","Study2","U","Study Phase2",15,"Recall2",4151
"w10159882_ARS","","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",10,"Recall2",2757
"w10160519_vas","ounce","ounce","1",1,2,"JOL","both","Study2","U","Study Phase2",20,"Recall2",3793
"w10161022_mj","either","ounce","0.166666666666667",0,2,"JOL","both","Study2","U","Study Phase2",67,"Recall2",3224
"w10168271ae","?","ounce","0",0,2,"JOL","both","Study2","U","Study Phase2",10,"Recall2",1818
"w470603_jgn","found","ounce","0.6",0,2,"JOL","both","Study2","U","Study Phase2",0,"Recall2",2579
"w738206JEH","ounce","ounce","1",1,2,"JOL","both","Study2","U","Study Phase2",71,"Recall2",3661
"10158411AW","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",80,"Recall2",2960
"10178510lj","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",34,"Recall2",3563
"w10125208_cfe","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",90,"Recall2",2616
"w10132740_fmm","canyon","water","0.166666666666667",0,2,"JOL","bridge","Study2","F","Study Phase2",0,"Recall2",12268
"w10137415_tj","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",1847
"w10139313_DNM","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",90,"Recall2",3713
"w10143279D.A","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",2269
"w10152065_kgp","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",82,"Recall2",4479
"w10152143_ars","cross","water","0.2",0,2,"JOL","bridge","Study2","F","Study Phase2",20,"Recall2",3570
"w10152190_mm","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",60,"Recall2",1405
"w10152527_jmt","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",35,"Recall2",2080
"w10159882_ARS","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",4496
"w10160519_vas","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",99,"Recall2",1811
"w10161022_mj","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",3038
"w10168271ae","?","water","0",0,2,"JOL","bridge","Study2","F","Study Phase2",30,"Recall2",2674
"w470603_jgn","water","water","1",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",1724
"w738206JEH","wate","water","0.8",1,2,"JOL","bridge","Study2","F","Study Phase2",100,"Recall2",4560
"10158411AW","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",100,"Recall2",3781
"10178510lj","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",60,"Recall2",2446
"w10125208_cfe","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",90,"Recall2",3932
"w10132740_fmm","desert","plant","0.166666666666667",0,2,"JOL","cactus","Study2","F","Study Phase2",0,"Recall2",3974
"w10137415_tj","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",10,"Recall2",2581
"w10139313_DNM","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",90,"Recall2",2852
"w10143279D.A","plant ","plant","0.833333333333333",1,2,"JOL","cactus","Study2","F","Study Phase2",100,"Recall2",4013
"w10152065_kgp","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",79,"Recall2",3352
"w10152143_ars","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",90,"Recall2",2161
"w10152190_mm","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",60,"Recall2",1722
"w10152527_jmt","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",65,"Recall2",1807
"w10159882_ARS","flower","plant","0.166666666666667",0,2,"JOL","cactus","Study2","F","Study Phase2",75,"Recall2",3749
"w10160519_vas","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",56,"Recall2",3239
"w10161022_mj","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",100,"Recall2",1596
"w10168271ae","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",100,"Recall2",35164
"w470603_jgn","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",100,"Recall2",2853
"w738206JEH","plant","plant","1",1,2,"JOL","cactus","Study2","F","Study Phase2",99,"Recall2",2569
"10158411AW","","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",15,"Recall2",3563
"10178510lj","","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",5,"Recall2",2312
"w10125208_cfe","moneu","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",20,"Recall2",2316
"w10132740_fmm","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",0,"Recall2",2031
"w10137415_tj","","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",0,"Recall2",4102
"w10139313_DNM","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",30,"Recall2",4015
"w10143279D.A","balance","leg","0.285714285714286",0,2,"JOL","cash","Study2","U","Study Phase2",0,"Recall2",5897
"w10152065_kgp","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",80,"Recall2",2800
"w10152143_ars","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",10,"Recall2",5075
"w10152190_mm","","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",27,"Recall2",2302
"w10152527_jmt","","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",10,"Recall2",2602
"w10159882_ARS","money ","leg","0.166666666666667",0,2,"JOL","cash","Study2","U","Study Phase2",0,"Recall2",6307
"w10160519_vas","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",65,"Recall2",4058
"w10161022_mj","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",20,"Recall2",1989
"w10168271ae","?","leg","0",0,2,"JOL","cash","Study2","U","Study Phase2",40,"Recall2",6285
"w470603_jgn","money","leg","0.2",0,2,"JOL","cash","Study2","U","Study Phase2",0,"Recall2",3217
"w738206JEH","leg","leg","1",1,2,"JOL","cash","Study2","U","Study Phase2",20,"Recall2",3174
"10158411AW","","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",25,"Recall2",3051
"10178510lj","stuck","trap","0.2",0,2,"JOL","cave","Study2","M","Study Phase2",23,"Recall2",6522
"w10125208_cfe","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",90,"Recall2",2293
"w10132740_fmm","hole","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",40,"Recall2",2116
"w10137415_tj","","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",9,"Recall2",9884
"w10139313_DNM","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",55,"Recall2",1878
"w10143279D.A","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",100,"Recall2",6259
"w10152065_kgp","explore","trap","0.285714285714286",0,2,"JOL","cave","Study2","M","Study Phase2",67,"Recall2",4640
"w10152143_ars","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",60,"Recall2",3675
"w10152190_mm","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",70,"Recall2",1763
"w10152527_jmt","trap","trap","1",1,2,"JOL","cave","Study2","M","Study Phase2",50,"Recall2",2219
"w10159882_ARS","","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",0,"Recall2",3070
"w10160519_vas","home","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",23,"Recall2",4986
"w10161022_mj","dark","trap","0.5",0,2,"JOL","cave","Study2","M","Study Phase2",78,"Recall2",2349
"w10168271ae","?","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",40,"Recall2",2716
"w470603_jgn","lost","trap","0.25",0,2,"JOL","cave","Study2","M","Study Phase2",50,"Recall2",7215
"w738206JEH","","trap","0",0,2,"JOL","cave","Study2","M","Study Phase2",88,"Recall2",5186
"10158411AW","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",99,"Recall2",2692
"10178510lj","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",25,"Recall2",2010
"w10125208_cfe","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",90,"Recall2",1732
"w10132740_fmm","coke","red","0.25",0,2,"JOL","cherry","Study2","F","Study Phase2",40,"Recall2",5216
"w10137415_tj","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",90,"Recall2",3263
"w10139313_DNM","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",95,"Recall2",1625
"w10143279D.A","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",56,"Recall2",3776
"w10152065_kgp","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",100,"Recall2",1717
"w10152143_ars","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",80,"Recall2",1856
"w10152190_mm","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",80,"Recall2",1608
"w10152527_jmt","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",60,"Recall2",1538
"w10159882_ARS","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",100,"Recall2",2851
"w10160519_vas","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",66,"Recall2",1463
"w10161022_mj","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",100,"Recall2",2271
"w10168271ae","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",90,"Recall2",5107
"w470603_jgn","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",100,"Recall2",4461
"w738206JEH","red","red","1",1,2,"JOL","cherry","Study2","F","Study Phase2",99,"Recall2",2405
"10158411AW","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",80,"Recall2",5206
"10178510lj","","cold","0",0,2,"JOL","chill","Study2","F","Study Phase2",31,"Recall2",2203
"w10125208_cfe","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",80,"Recall2",2140
"w10132740_fmm","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",30,"Recall2",2235
"w10137415_tj","","cold","0",0,2,"JOL","chill","Study2","F","Study Phase2",85,"Recall2",3779
"w10139313_DNM","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",80,"Recall2",1539
"w10143279D.A","hot ","cold","0.25",0,2,"JOL","chill","Study2","F","Study Phase2",20,"Recall2",2732
"w10152065_kgp","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",97,"Recall2",2756
"w10152143_ars","day","cold","0.25",0,2,"JOL","chill","Study2","F","Study Phase2",80,"Recall2",3065
"w10152190_mm","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",80,"Recall2",1770
"w10152527_jmt","ice","cold","0.25",0,2,"JOL","chill","Study2","F","Study Phase2",45,"Recall2",2127
"w10159882_ARS","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",100,"Recall2",3218
"w10160519_vas","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",99,"Recall2",2208
"w10161022_mj","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",90,"Recall2",2503
"w10168271ae","frozen","cold","0.166666666666667",0,2,"JOL","chill","Study2","F","Study Phase2",100,"Recall2",5498
"w470603_jgn","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",100,"Recall2",2032
"w738206JEH","cold","cold","1",1,2,"JOL","chill","Study2","F","Study Phase2",88,"Recall2",7806
"10158411AW","wood","hammer","0",0,2,"JOL","chisel","Study2","F","Study Phase2",45,"Recall2",4819
"10178510lj","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",13,"Recall2",6135
"w10125208_cfe","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",70,"Recall2",9201
"w10132740_fmm","art","hammer","0.333333333333333",0,2,"JOL","chisel","Study2","F","Study Phase2",0,"Recall2",1785
"w10137415_tj","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",70,"Recall2",2375
"w10139313_DNM","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",75,"Recall2",2783
"w10143279D.A","heilsel","hammer","0.285714285714286",0,2,"JOL","chisel","Study2","F","Study Phase2",3,"Recall2",4188
"w10152065_kgp","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",96,"Recall2",3323
"w10152143_ars","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",80,"Recall2",3203
"w10152190_mm","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",40,"Recall2",2249
"w10152527_jmt","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",40,"Recall2",2173
"w10159882_ARS","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",10,"Recall2",3948
"w10160519_vas","drug","hammer","0.166666666666667",0,2,"JOL","chisel","Study2","F","Study Phase2",32,"Recall2",2518
"w10161022_mj","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",80,"Recall2",1723
"w10168271ae","?","hammer","0",0,2,"JOL","chisel","Study2","F","Study Phase2",10,"Recall2",3226
"w470603_jgn","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",100,"Recall2",2538
"w738206JEH","hammer","hammer","1",1,2,"JOL","chisel","Study2","F","Study Phase2",89,"Recall2",3035
"10158411AW","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",70,"Recall2",3801
"10178510lj","","cut","0",0,2,"JOL","chop","Study2","F","Study Phase2",10,"Recall2",926
"w10125208_cfe","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",90,"Recall2",2616
"w10132740_fmm","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",70,"Recall2",1382
"w10137415_tj","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",90,"Recall2",10647
"w10139313_DNM","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",100,"Recall2",5576
"w10143279D.A","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",100,"Recall2",2733
"w10152065_kgp","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",50,"Recall2",2178
"w10152143_ars","thigh","cut","0.2",0,2,"JOL","chop","Study2","F","Study Phase2",60,"Recall2",5039
"w10152190_mm","cu","cut","0.666666666666667",0,2,"JOL","chop","Study2","F","Study Phase2",70,"Recall2",1332
"w10152527_jmt","","cut","0",0,2,"JOL","chop","Study2","F","Study Phase2",20,"Recall2",2992
"w10159882_ARS","chip","cut","0.25",0,2,"JOL","chop","Study2","F","Study Phase2",100,"Recall2",9102
"w10160519_vas","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",22,"Recall2",1763
"w10161022_mj","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",14,"Recall2",1975
"w10168271ae","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",80,"Recall2",3144
"w470603_jgn","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",100,"Recall2",2666
"w738206JEH","cut","cut","1",1,2,"JOL","chop","Study2","F","Study Phase2",90,"Recall2",2075
"10158411AW","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",30,"Recall2",2848
"10178510lj","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",23,"Recall2",4095
"w10125208_cfe","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",20,"Recall2",2654
"w10132740_fmm","shirt","pants","0.4",0,2,"JOL","collar","Study2","M","Study Phase2",40,"Recall2",8095
"w10137415_tj","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",60,"Recall2",2222
"w10139313_DNM","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",30,"Recall2",7072
"w10143279D.A","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",100,"Recall2",4062
"w10152065_kgp","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",20,"Recall2",3880
"w10152143_ars","shirt","pants","0.4",0,2,"JOL","collar","Study2","M","Study Phase2",40,"Recall2",5548
"w10152190_mm","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",30,"Recall2",5675
"w10152527_jmt","coat","pants","0.4",0,2,"JOL","collar","Study2","M","Study Phase2",30,"Recall2",6895
"w10159882_ARS","attire ","pants","0.285714285714286",0,2,"JOL","collar","Study2","M","Study Phase2",30,"Recall2",5664
"w10160519_vas","cold","pants","0",0,2,"JOL","collar","Study2","M","Study Phase2",12,"Recall2",3458
"w10161022_mj","shirt","pants","0.4",0,2,"JOL","collar","Study2","M","Study Phase2",53,"Recall2",1722
"w10168271ae","plant","pants","0.8",1,2,"JOL","collar","Study2","M","Study Phase2",90,"Recall2",3833
"w470603_jgn","dog","pants","0",0,2,"JOL","collar","Study2","M","Study Phase2",75,"Recall2",1666
"w738206JEH","pants","pants","1",1,2,"JOL","collar","Study2","M","Study Phase2",65,"Recall2",4686
"10158411AW","","business","0",0,2,"JOL","death","Study2","U","Study Phase2",12,"Recall2",2215
"10178510lj","winter","business","0.375",0,2,"JOL","death","Study2","U","Study Phase2",5,"Recall2",6104
"w10125208_cfe","die","business","0.25",0,2,"JOL","death","Study2","U","Study Phase2",20,"Recall2",4295
"w10132740_fmm","die","business","0.25",0,2,"JOL","death","Study2","U","Study Phase2",30,"Recall2",1345
"w10137415_tj","business","business","1",1,2,"JOL","death","Study2","U","Study Phase2",0,"Recall2",3234
"w10139313_DNM","buisness","business","1",1,2,"JOL","death","Study2","U","Study Phase2",70,"Recall2",4340
"w10143279D.A","","business","0",0,2,"JOL","death","Study2","U","Study Phase2",2,"Recall2",5263
"w10152065_kgp","bed","business","0.25",0,2,"JOL","death","Study2","U","Study Phase2",90,"Recall2",5994
"w10152143_ars","dead","business","0.125",0,2,"JOL","death","Study2","U","Study Phase2",40,"Recall2",4218
"w10152190_mm","business","business","1",1,2,"JOL","death","Study2","U","Study Phase2",28,"Recall2",4911
"w10152527_jmt","","business","0",0,2,"JOL","death","Study2","U","Study Phase2",20,"Recall2",4492
"w10159882_ARS","documentation","business","0.307692307692308",0,2,"JOL","death","Study2","U","Study Phase2",0,"Recall2",18015
"w10160519_vas","business","business","1",1,2,"JOL","death","Study2","U","Study Phase2",32,"Recall2",2529
"w10161022_mj","hotel","business","0.125",0,2,"JOL","death","Study2","U","Study Phase2",78,"Recall2",3611
"w10168271ae","business","business","1",1,2,"JOL","death","Study2","U","Study Phase2",40,"Recall2",6862
"w470603_jgn","island","business","0.375",0,2,"JOL","death","Study2","U","Study Phase2",100,"Recall2",9628
"w738206JEH","business","business","1",1,2,"JOL","death","Study2","U","Study Phase2",45,"Recall2",4267
"10158411AW","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",10,"Recall2",5913
"10178510lj","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",4,"Recall2",3286
"w10125208_cfe","food","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",40,"Recall2",3202
"w10132740_fmm","nutriton","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",0,"Recall2",11744
"w10137415_tj","sack","sack","1",1,2,"JOL","dietary","Study2","U","Study Phase2",1,"Recall2",2272
"w10139313_DNM","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",10,"Recall2",3233
"w10143279D.A","food ","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",3,"Recall2",2342
"w10152065_kgp","sack","sack","1",1,2,"JOL","dietary","Study2","U","Study Phase2",78,"Recall2",4091
"w10152143_ars","restrict","sack","0.25",0,2,"JOL","dietary","Study2","U","Study Phase2",0,"Recall2",4091
"w10152190_mm","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",10,"Recall2",1170
"w10152527_jmt","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",15,"Recall2",3822
"w10159882_ARS","","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",0,"Recall2",2079
"w10160519_vas","plant","sack","0.2",0,2,"JOL","dietary","Study2","U","Study Phase2",50,"Recall2",4049
"w10161022_mj","lunch","sack","0.2",0,2,"JOL","dietary","Study2","U","Study Phase2",45,"Recall2",2861
"w10168271ae","?","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",10,"Recall2",4903
"w470603_jgn","diet","sack","0",0,2,"JOL","dietary","Study2","U","Study Phase2",0,"Recall2",3328
