"id","Encoding_Group","Block","Direction","Response.RT","Scored","experiment"
"M20336525BB","Read","Study1","F",1584,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",2399,0,"Ex2B"
"M20339287_SAR","Read","Study1","F",1364,0,"Ex2B"
"M20339479_knm","Read","Study1","F",2837,0,"Ex2B"
"M20339742_EG","Read","Study1","F",3585,0,"Ex2B"
"M20340212_ras","Read","Study1","F",2222,0,"Ex2B"
"M20340782_eew","Read","Study1","F",1332,100,"Ex2B"
"M20341488_rb","Read","Study1","F",1058,0,"Ex2B"
"M20348487","Read","Study1","F",1134,100,"Ex2B"
"M20315766_ens","Read","Study1","U",2463,100,"Ex2B"
"M20318245_NRT","Read","Study1","U",2594,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",927,100,"Ex2B"
"M20321999_HAM","Read","Study1","U",928,0,"Ex2B"
"M20322827JS","Read","Study1","U",2530,100,"Ex2B"
"M20329189AT","Read","Study1","U",5347,0,"Ex2B"
"M20330060CA","Read","Study1","U",201,0,"Ex2B"
"M20334475","Read","Study1","U",2050,0,"Ex2B"
"M20334505andJY","Read","Study1","U",2665,0,"Ex2B"
"M20336525BB","Read","Study1","U",2001,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",2285,100,"Ex2B"
"M20339287_SAR","Read","Study1","U",1825,0,"Ex2B"
"M20339479_knm","Read","Study1","U",10224,0,"Ex2B"
"M20339742_EG","Read","Study1","U",3483,0,"Ex2B"
"M20340212_ras","Read","Study1","U",2122,0,"Ex2B"
"M20340782_eew","Read","Study1","U",2102,100,"Ex2B"
"M20341488_rb","Read","Study1","U",1189,0,"Ex2B"
"M20348487","Read","Study1","U",9264,0,"Ex2B"
"M20315766_ens","Read","Study1","U",3548,0,"Ex2B"
"M20318245_NRT","Read","Study1","U",6707,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",2284,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",511,0,"Ex2B"
"M20322827JS","Read","Study1","U",6098,100,"Ex2B"
"M20329189AT","Read","Study1","U",3462,0,"Ex2B"
"M20330060CA","Read","Study1","U",264,0,"Ex2B"
"M20334475","Read","Study1","U",1996,0,"Ex2B"
"M20334505andJY","Read","Study1","U",10340,0,"Ex2B"
"M20336525BB","Read","Study1","U",1801,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",2066,100,"Ex2B"
"M20339287_SAR","Read","Study1","U",1650,0,"Ex2B"
"M20339479_knm","Read","Study1","U",6019,0,"Ex2B"
"M20339742_EG","Read","Study1","U",3706,0,"Ex2B"
"M20340212_ras","Read","Study1","U",1446,100,"Ex2B"
"M20340782_eew","Read","Study1","U",7011,100,"Ex2B"
"M20341488_rb","Read","Study1","U",1407,0,"Ex2B"
"M20348487","Read","Study1","U",2391,0,"Ex2B"
"M20315766_ens","Read","Study1","U",2485,0,"Ex2B"
"M20318245_NRT","Read","Study1","U",8290,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",1190,100,"Ex2B"
"M20321999_HAM","Read","Study1","U",591,0,"Ex2B"
"M20322827JS","Read","Study1","U",2069,100,"Ex2B"
"M20329189AT","Read","Study1","U",2997,0,"Ex2B"
"M20330060CA","Read","Study1","U",310,0,"Ex2B"
"M20334475","Read","Study1","U",2408,0,"Ex2B"
"M20334505andJY","Read","Study1","U",3806,0,"Ex2B"
"M20336525BB","Read","Study1","U",2032,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",1939,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",1985,0,"Ex2B"
"M20339479_knm","Read","Study1","U",6404,0,"Ex2B"
"M20339742_EG","Read","Study1","U",6188,100,"Ex2B"
"M20340212_ras","Read","Study1","U",2558,100,"Ex2B"
"M20340782_eew","Read","Study1","U",7893,100,"Ex2B"
"M20341488_rb","Read","Study1","U",887,0,"Ex2B"
"M20348487","Read","Study1","U",3512,100,"Ex2B"
"M20315766_ens","Read","Study1","F",1852,100,"Ex2B"
"M20315766_ens","Read","Study1","F",1174,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",5369,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",1815,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",1461,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",1202,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",1117,0,"Ex2B"
"M20321999_HAM","Read","Study1","F",1689,100,"Ex2B"
"M20322827JS","Read","Study1","F",2022,100,"Ex2B"
"M20322827JS","Read","Study1","F",3037,100,"Ex2B"
"M20329189AT","Read","Study1","F",25271,100,"Ex2B"
"M20329189AT","Read","Study1","F",1978,100,"Ex2B"
"M20330060CA","Read","Study1","F",112,0,"Ex2B"
"M20330060CA","Read","Study1","F",132,0,"Ex2B"
"M20334475","Read","Study1","F",2103,100,"Ex2B"
"M20334475","Read","Study1","F",1630,0,"Ex2B"
"M20334505andJY","Read","Study1","F",2211,100,"Ex2B"
"M20334505andJY","Read","Study1","F",2561,100,"Ex2B"
"M20336525BB","Read","Study1","F",5240,0,"Ex2B"
"M20336525BB","Read","Study1","F",1283,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",1647,100,"Ex2B"
"M20338867_MMN","Read","Study1","F",2336,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",1695,0,"Ex2B"
"M20339287_SAR","Read","Study1","F",1547,0,"Ex2B"
"M20339479_knm","Read","Study1","F",5733,100,"Ex2B"
"M20339479_knm","Read","Study1","F",5932,100,"Ex2B"
"M20339742_EG","Read","Study1","F",2992,100,"Ex2B"
"M20339742_EG","Read","Study1","F",4468,100,"Ex2B"
"M20340212_ras","Read","Study1","F",2120,100,"Ex2B"
"M20340212_ras","Read","Study1","F",2266,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1075,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1705,100,"Ex2B"
"M20341488_rb","Read","Study1","F",4692,100,"Ex2B"
"M20341488_rb","Read","Study1","F",508,100,"Ex2B"
"M20348487","Read","Study1","F",884,100,"Ex2B"
"M20348487","Read","Study1","F",3329,0,"Ex2B"
"M20315766_ens","Read","Study1","F",1249,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",3641,0,"Ex2B"
"M20318491_IRH","Read","Study1","F",1128,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",647,100,"Ex2B"
"M20322827JS","Read","Study1","F",1951,100,"Ex2B"
"M20329189AT","Read","Study1","F",3270,0,"Ex2B"
"M20330060CA","Read","Study1","F",122,0,"Ex2B"
"M20334475","Read","Study1","F",1746,0,"Ex2B"
"M20334505andJY","Read","Study1","F",2623,100,"Ex2B"
"M20336525BB","Read","Study1","F",1812,100,"Ex2B"
"M20338867_MMN","Read","Study1","F",984,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",1325,0,"Ex2B"
"M20339479_knm","Read","Study1","F",2593,100,"Ex2B"
"M20339742_EG","Read","Study1","F",2726,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1087,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1345,100,"Ex2B"
"M20341488_rb","Read","Study1","F",974,100,"Ex2B"
"M20348487","Read","Study1","F",1266,100,"Ex2B"
"M20315766_ens","Read","Study1","F",1405,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",2519,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",1287,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",860,0,"Ex2B"
"M20322827JS","Read","Study1","F",3720,100,"Ex2B"
"M20329189AT","Read","Study1","F",3844,0,"Ex2B"
"M20330060CA","Read","Study1","F",130,0,"Ex2B"
"M20334475","Read","Study1","F",2887,0,"Ex2B"
"M20334505andJY","Read","Study1","F",7382,0,"Ex2B"
"M20336525BB","Read","Study1","F",1764,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",1998,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",2243,0,"Ex2B"
"M20339479_knm","Read","Study1","F",5354,0,"Ex2B"
"M20339742_EG","Read","Study1","F",10698,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1769,0,"Ex2B"
"M20340782_eew","Read","Study1","F",1682,100,"Ex2B"
"M20341488_rb","Read","Study1","F",597,100,"Ex2B"
"M20348487","Read","Study1","F",2652,100,"Ex2B"
"M20315766_ens","Read","Study1","F",2319,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",11500,0,"Ex2B"
"M20318491_IRH","Read","Study1","F",1467,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",655,100,"Ex2B"
"M20322827JS","Read","Study1","F",4483,100,"Ex2B"
"M20329189AT","Read","Study1","F",1576,100,"Ex2B"
"M20330060CA","Read","Study1","F",218,0,"Ex2B"
"M20334475","Read","Study1","F",15138,0,"Ex2B"
"M20334505andJY","Read","Study1","F",3089,0,"Ex2B"
"M20336525BB","Read","Study1","F",1059,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",5923,0,"Ex2B"
"M20339287_SAR","Read","Study1","F",1311,100,"Ex2B"
"M20339479_knm","Read","Study1","F",2558,0,"Ex2B"
"M20339742_EG","Read","Study1","F",4325,0,"Ex2B"
"M20340212_ras","Read","Study1","F",2171,0,"Ex2B"
"M20340782_eew","Read","Study1","F",1495,100,"Ex2B"
"M20341488_rb","Read","Study1","F",663,0,"Ex2B"
"M20348487","Read","Study1","F",909,0,"Ex2B"
"M20315766_ens","Read","Study1","M",10385,0,"Ex2B"
"M20318245_NRT","Read","Study1","M",3939,0,"Ex2B"
"M20318491_IRH","Read","Study1","M",1164,0,"Ex2B"
"M20321999_HAM","Read","Study1","M",1106,0,"Ex2B"
"M20322827JS","Read","Study1","M",5194,100,"Ex2B"
"M20329189AT","Read","Study1","M",3904,0,"Ex2B"
"M20330060CA","Read","Study1","M",130,0,"Ex2B"
"M20334475","Read","Study1","M",1714,0,"Ex2B"
"M20334505andJY","Read","Study1","M",2804,0,"Ex2B"
"M20336525BB","Read","Study1","M",2250,0,"Ex2B"
"M20338867_MMN","Read","Study1","M",2330,0,"Ex2B"
"M20339287_SAR","Read","Study1","M",1382,0,"Ex2B"
"M20339479_knm","Read","Study1","M",5003,100,"Ex2B"
"M20339742_EG","Read","Study1","M",4606,0,"Ex2B"
"M20340212_ras","Read","Study1","M",1295,0,"Ex2B"
"M20340782_eew","Read","Study1","M",1104,0,"Ex2B"
"M20341488_rb","Read","Study1","M",888,100,"Ex2B"
"M20348487","Read","Study1","M",2171,0,"Ex2B"
"M20315766_ens","Read","Study1","F",1606,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",3360,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",1161,0,"Ex2B"
"M20321999_HAM","Read","Study1","F",1003,100,"Ex2B"
"M20322827JS","Read","Study1","F",1669,100,"Ex2B"
"M20329189AT","Read","Study1","F",7238,100,"Ex2B"
"M20330060CA","Read","Study1","F",170,0,"Ex2B"
"M20334475","Read","Study1","F",1875,0,"Ex2B"
"M20334505andJY","Read","Study1","F",2429,100,"Ex2B"
"M20336525BB","Read","Study1","F",1359,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",4639,0,"Ex2B"
"M20339287_SAR","Read","Study1","F",1092,0,"Ex2B"
"M20339479_knm","Read","Study1","F",3197,0,"Ex2B"
"M20339742_EG","Read","Study1","F",3588,100,"Ex2B"
"M20340212_ras","Read","Study1","F",2063,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1806,100,"Ex2B"
"M20341488_rb","Read","Study1","F",852,0,"Ex2B"
"M20348487","Read","Study1","F",1805,100,"Ex2B"
"M20315766_ens","Read","Study1","U",3229,0,"Ex2B"
"M20318245_NRT","Read","Study1","U",4350,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",1114,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",1620,0,"Ex2B"
"M20322827JS","Read","Study1","U",4597,100,"Ex2B"
"M20329189AT","Read","Study1","U",2162,0,"Ex2B"
"M20330060CA","Read","Study1","U",126,0,"Ex2B"
"M20334475","Read","Study1","U",2768,0,"Ex2B"
"M20334505andJY","Read","Study1","U",2609,0,"Ex2B"
"M20336525BB","Read","Study1","U",8730,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",1170,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",2519,0,"Ex2B"
"M20339479_knm","Read","Study1","U",6462,0,"Ex2B"
"M20339742_EG","Read","Study1","U",5909,0,"Ex2B"
"M20340212_ras","Read","Study1","U",5063,0,"Ex2B"
"M20340782_eew","Read","Study1","U",2552,100,"Ex2B"
"M20341488_rb","Read","Study1","U",1433,0,"Ex2B"
"M20348487","Read","Study1","U",8073,0,"Ex2B"
"M20315766_ens","Read","Study1","U",4605,100,"Ex2B"
"M20318245_NRT","Read","Study1","U",4831,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",1017,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",691,0,"Ex2B"
"M20322827JS","Read","Study1","U",5907,0,"Ex2B"
"M20329189AT","Read","Study1","U",2926,0,"Ex2B"
"M20330060CA","Read","Study1","U",113,0,"Ex2B"
"M20334475","Read","Study1","U",24233,0,"Ex2B"
"M20334505andJY","Read","Study1","U",1976,0,"Ex2B"
"M20336525BB","Read","Study1","U",1036,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",3305,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",2107,0,"Ex2B"
"M20339479_knm","Read","Study1","U",2251,0,"Ex2B"
"M20339742_EG","Read","Study1","U",7961,100,"Ex2B"
"M20340212_ras","Read","Study1","U",1736,0,"Ex2B"
"M20340782_eew","Read","Study1","U",6198,100,"Ex2B"
"M20341488_rb","Read","Study1","U",1222,0,"Ex2B"
"M20348487","Read","Study1","U",2187,0,"Ex2B"
"M20315766_ens","Read","Study1","F",1128,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",7293,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",1039,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",1115,100,"Ex2B"
"M20322827JS","Read","Study1","F",2221,100,"Ex2B"
"M20329189AT","Read","Study1","F",5908,0,"Ex2B"
"M20330060CA","Read","Study1","F",261,0,"Ex2B"
"M20334475","Read","Study1","F",1666,100,"Ex2B"
"M20334505andJY","Read","Study1","F",1904,100,"Ex2B"
"M20336525BB","Read","Study1","F",1666,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",1102,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",924,0,"Ex2B"
"M20339479_knm","Read","Study1","F",5257,100,"Ex2B"
"M20339742_EG","Read","Study1","F",2842,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1630,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1225,100,"Ex2B"
"M20341488_rb","Read","Study1","F",6634,0,"Ex2B"
"M20348487","Read","Study1","F",2361,0,"Ex2B"
"M20315766_ens","Read","Study1","U",2645,100,"Ex2B"
"M20318245_NRT","Read","Study1","U",23781,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",872,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",570,0,"Ex2B"
"M20322827JS","Read","Study1","U",5965,100,"Ex2B"
"M20329189AT","Read","Study1","U",3456,0,"Ex2B"
"M20330060CA","Read","Study1","U",189,0,"Ex2B"
"M20334475","Read","Study1","U",2620,0,"Ex2B"
"M20334505andJY","Read","Study1","U",1998,0,"Ex2B"
"M20336525BB","Read","Study1","U",1965,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",3611,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",1151,0,"Ex2B"
"M20339479_knm","Read","Study1","U",2894,0,"Ex2B"
"M20339742_EG","Read","Study1","U",5806,100,"Ex2B"
"M20340212_ras","Read","Study1","U",2005,0,"Ex2B"
"M20340782_eew","Read","Study1","U",2707,0,"Ex2B"
"M20341488_rb","Read","Study1","U",746,0,"Ex2B"
"M20348487","Read","Study1","U",1152,0,"Ex2B"
"M20315766_ens","Read","Study1","U",1864,100,"Ex2B"
"M20318245_NRT","Read","Study1","U",5102,100,"Ex2B"
"M20318491_IRH","Read","Study1","U",1071,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",700,0,"Ex2B"
"M20322827JS","Read","Study1","U",3441,0,"Ex2B"
"M20329189AT","Read","Study1","U",2342,0,"Ex2B"
"M20330060CA","Read","Study1","U",269,0,"Ex2B"
"M20334475","Read","Study1","U",1480,0,"Ex2B"
"M20334505andJY","Read","Study1","U",2934,0,"Ex2B"
"M20336525BB","Read","Study1","U",1276,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",6010,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",1336,0,"Ex2B"
"M20339479_knm","Read","Study1","U",3038,0,"Ex2B"
"M20339742_EG","Read","Study1","U",5077,100,"Ex2B"
"M20340212_ras","Read","Study1","U",2680,0,"Ex2B"
"M20340782_eew","Read","Study1","U",4082,0,"Ex2B"
"M20341488_rb","Read","Study1","U",707,0,"Ex2B"
"M20348487","Read","Study1","U",1209,100,"Ex2B"
"M20315766_ens","Read","Study1","F",1479,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",3477,0,"Ex2B"
"M20318491_IRH","Read","Study1","F",935,0,"Ex2B"
"M20321999_HAM","Read","Study1","F",1227,100,"Ex2B"
"M20322827JS","Read","Study1","F",2176,100,"Ex2B"
"M20329189AT","Read","Study1","F",2558,0,"Ex2B"
"M20330060CA","Read","Study1","F",93,0,"Ex2B"
"M20334475","Read","Study1","F",1386,0,"Ex2B"
"M20334505andJY","Read","Study1","F",2614,0,"Ex2B"
"M20336525BB","Read","Study1","F",1181,100,"Ex2B"
"M20338867_MMN","Read","Study1","F",2453,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",1723,0,"Ex2B"
"M20339479_knm","Read","Study1","F",6910,100,"Ex2B"
"M20339742_EG","Read","Study1","F",3424,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1402,0,"Ex2B"
"M20340782_eew","Read","Study1","F",3009,100,"Ex2B"
"M20341488_rb","Read","Study1","F",821,0,"Ex2B"
"M20348487","Read","Study1","F",838,0,"Ex2B"
"M20315766_ens","Read","Study1","U",2123,100,"Ex2B"
"M20318245_NRT","Read","Study1","U",10279,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",899,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",2882,0,"Ex2B"
"M20322827JS","Read","Study1","U",4275,100,"Ex2B"
"M20329189AT","Read","Study1","U",2792,0,"Ex2B"
"M20330060CA","Read","Study1","U",104,0,"Ex2B"
"M20334475","Read","Study1","U",1869,100,"Ex2B"
"M20334505andJY","Read","Study1","U",2338,0,"Ex2B"
"M20336525BB","Read","Study1","U",1155,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",1923,100,"Ex2B"
"M20339287_SAR","Read","Study1","U",2343,0,"Ex2B"
"M20339479_knm","Read","Study1","U",4936,100,"Ex2B"
"M20339742_EG","Read","Study1","U",5498,100,"Ex2B"
"M20340212_ras","Read","Study1","U",1493,0,"Ex2B"
"M20340782_eew","Read","Study1","U",6580,100,"Ex2B"
"M20341488_rb","Read","Study1","U",794,0,"Ex2B"
"M20348487","Read","Study1","U",3537,0,"Ex2B"
"M20315766_ens","Read","Study1","M",3103,100,"Ex2B"
"M20318245_NRT","Read","Study1","M",3165,0,"Ex2B"
"M20318491_IRH","Read","Study1","M",1287,0,"Ex2B"
"M20321999_HAM","Read","Study1","M",619,0,"Ex2B"
"M20322827JS","Read","Study1","M",3363,100,"Ex2B"
"M20329189AT","Read","Study1","M",3533,0,"Ex2B"
"M20330060CA","Read","Study1","M",195,0,"Ex2B"
"M20334475","Read","Study1","M",4955,0,"Ex2B"
"M20334505andJY","Read","Study1","M",2335,0,"Ex2B"
"M20336525BB","Read","Study1","M",1039,0,"Ex2B"
"M20338867_MMN","Read","Study1","M",4563,0,"Ex2B"
"M20339287_SAR","Read","Study1","M",1707,0,"Ex2B"
"M20339479_knm","Read","Study1","M",2370,0,"Ex2B"
"M20339742_EG","Read","Study1","M",3064,100,"Ex2B"
"M20340212_ras","Read","Study1","M",2202,0,"Ex2B"
"M20340782_eew","Read","Study1","M",9268,100,"Ex2B"
"M20341488_rb","Read","Study1","M",854,100,"Ex2B"
"M20348487","Read","Study1","M",1848,100,"Ex2B"
"M20315766_ens","Read","Study1","M",2866,0,"Ex2B"
"M20318245_NRT","Read","Study1","M",2836,0,"Ex2B"
"M20318491_IRH","Read","Study1","M",1890,0,"Ex2B"
"M20321999_HAM","Read","Study1","M",625,0,"Ex2B"
"M20322827JS","Read","Study1","M",4747,100,"Ex2B"
"M20329189AT","Read","Study1","M",3036,0,"Ex2B"
"M20330060CA","Read","Study1","M",243,0,"Ex2B"
"M20334475","Read","Study1","M",3019,0,"Ex2B"
"M20334505andJY","Read","Study1","M",3306,0,"Ex2B"
"M20336525BB","Read","Study1","M",1563,0,"Ex2B"
"M20338867_MMN","Read","Study1","M",2745,0,"Ex2B"
"M20339287_SAR","Read","Study1","M",1760,0,"Ex2B"
"M20339479_knm","Read","Study1","M",3449,0,"Ex2B"
"M20339742_EG","Read","Study1","M",3990,0,"Ex2B"
"M20340212_ras","Read","Study1","M",1426,0,"Ex2B"
"M20340782_eew","Read","Study1","M",9391,100,"Ex2B"
"M20341488_rb","Read","Study1","M",864,0,"Ex2B"
"M20348487","Read","Study1","M",3315,0,"Ex2B"
"M20315766_ens","Read","Study1","F",2011,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",6956,100,"Ex2B"
"M20318491_IRH","Read","Study1","F",817,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",774,100,"Ex2B"
"M20322827JS","Read","Study1","F",1668,100,"Ex2B"
"M20329189AT","Read","Study1","F",3768,100,"Ex2B"
"M20330060CA","Read","Study1","F",118,0,"Ex2B"
"M20334475","Read","Study1","F",2069,100,"Ex2B"
"M20334505andJY","Read","Study1","F",1765,100,"Ex2B"
"M20336525BB","Read","Study1","F",1678,100,"Ex2B"
"M20338867_MMN","Read","Study1","F",1629,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",1262,100,"Ex2B"
"M20339479_knm","Read","Study1","F",2316,100,"Ex2B"
"M20339742_EG","Read","Study1","F",3540,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1435,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1247,100,"Ex2B"
"M20341488_rb","Read","Study1","F",3175,100,"Ex2B"
"M20348487","Read","Study1","F",6051,100,"Ex2B"
"M20315766_ens","Read","Study1","U",2401,0,"Ex2B"
"M20318245_NRT","Read","Study1","U",1354,0,"Ex2B"
"M20318491_IRH","Read","Study1","U",1632,0,"Ex2B"
"M20321999_HAM","Read","Study1","U",1589,0,"Ex2B"
"M20322827JS","Read","Study1","U",3702,100,"Ex2B"
"M20329189AT","Read","Study1","U",8976,0,"Ex2B"
"M20330060CA","Read","Study1","U",120,0,"Ex2B"
"M20334475","Read","Study1","U",2458,0,"Ex2B"
"M20334505andJY","Read","Study1","U",3892,0,"Ex2B"
"M20336525BB","Read","Study1","U",1385,0,"Ex2B"
"M20338867_MMN","Read","Study1","U",5429,0,"Ex2B"
"M20339287_SAR","Read","Study1","U",1351,0,"Ex2B"
"M20339479_knm","Read","Study1","U",6850,100,"Ex2B"
"M20339742_EG","Read","Study1","U",8764,0,"Ex2B"
"M20340212_ras","Read","Study1","U",2015,0,"Ex2B"
"M20340782_eew","Read","Study1","U",7055,100,"Ex2B"
"M20341488_rb","Read","Study1","U",1240,100,"Ex2B"
"M20348487","Read","Study1","U",5805,0,"Ex2B"
"M20315766_ens","Read","Study1","F",2969,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",4510,0,"Ex2B"
"M20318491_IRH","Read","Study1","F",978,100,"Ex2B"
"M20321999_HAM","Read","Study1","F",1087,100,"Ex2B"
"M20322827JS","Read","Study1","F",1775,0,"Ex2B"
"M20329189AT","Read","Study1","F",3062,100,"Ex2B"
"M20330060CA","Read","Study1","F",226,0,"Ex2B"
"M20334475","Read","Study1","F",1529,100,"Ex2B"
"M20334505andJY","Read","Study1","F",2435,100,"Ex2B"
"M20336525BB","Read","Study1","F",1063,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",1624,100,"Ex2B"
"M20339287_SAR","Read","Study1","F",2301,0,"Ex2B"
"M20339479_knm","Read","Study1","F",4460,100,"Ex2B"
"M20339742_EG","Read","Study1","F",7066,100,"Ex2B"
"M20340212_ras","Read","Study1","F",1032,100,"Ex2B"
"M20340782_eew","Read","Study1","F",1266,100,"Ex2B"
"M20341488_rb","Read","Study1","F",974,0,"Ex2B"
"M20348487","Read","Study1","F",1789,100,"Ex2B"
"M20315766_ens","Read","Study1","M",2857,100,"Ex2B"
"M20318245_NRT","Read","Study1","M",12187,0,"Ex2B"
"M20318491_IRH","Read","Study1","M",1100,100,"Ex2B"
"M20321999_HAM","Read","Study1","M",818,0,"Ex2B"
"M20322827JS","Read","Study1","M",2275,100,"Ex2B"
"M20329189AT","Read","Study1","M",2163,0,"Ex2B"
"M20330060CA","Read","Study1","M",235,0,"Ex2B"
"M20334475","Read","Study1","M",2718,100,"Ex2B"
"M20334505andJY","Read","Study1","M",3055,100,"Ex2B"
"M20336525BB","Read","Study1","M",462,0,"Ex2B"
"M20338867_MMN","Read","Study1","M",1954,100,"Ex2B"
"M20339287_SAR","Read","Study1","M",1553,0,"Ex2B"
"M20339479_knm","Read","Study1","M",2378,100,"Ex2B"
"M20339742_EG","Read","Study1","M",3181,0,"Ex2B"
"M20340212_ras","Read","Study1","M",1456,0,"Ex2B"
"M20340782_eew","Read","Study1","M",1171,100,"Ex2B"
"M20341488_rb","Read","Study1","M",1257,100,"Ex2B"
"M20348487","Read","Study1","M",1026,0,"Ex2B"
"M20315766_ens","Read","Study1","M",1776,100,"Ex2B"
"M20318245_NRT","Read","Study1","M",6376,0,"Ex2B"
"M20318491_IRH","Read","Study1","M",1215,0,"Ex2B"
"M20321999_HAM","Read","Study1","M",760,0,"Ex2B"
"M20322827JS","Read","Study1","M",2178,100,"Ex2B"
"M20329189AT","Read","Study1","M",2276,0,"Ex2B"
"M20330060CA","Read","Study1","M",89,0,"Ex2B"
"M20334475","Read","Study1","M",11421,100,"Ex2B"
"M20334505andJY","Read","Study1","M",3032,0,"Ex2B"
"M20336525BB","Read","Study1","M",3105,0,"Ex2B"
"M20338867_MMN","Read","Study1","M",2948,0,"Ex2B"
"M20339287_SAR","Read","Study1","M",1668,100,"Ex2B"
"M20339479_knm","Read","Study1","M",4457,0,"Ex2B"
"M20339742_EG","Read","Study1","M",6422,100,"Ex2B"
"M20340212_ras","Read","Study1","M",1340,100,"Ex2B"
"M20340782_eew","Read","Study1","M",5927,100,"Ex2B"
"M20341488_rb","Read","Study1","M",1002,100,"Ex2B"
"M20348487","Read","Study1","M",2693,100,"Ex2B"
"M20315766_ens","Read","Study1","F",2084,100,"Ex2B"
"M20318245_NRT","Read","Study1","F",3813,0,"Ex2B"
"M20318491_IRH","Read","Study1","F",1357,0,"Ex2B"
"M20321999_HAM","Read","Study1","F",2024,0,"Ex2B"
"M20322827JS","Read","Study1","F",2573,100,"Ex2B"
"M20329189AT","Read","Study1","F",4000,0,"Ex2B"
"M20330060CA","Read","Study1","F",147,0,"Ex2B"
"M20334475","Read","Study1","F",4385,0,"Ex2B"
"M20334505andJY","Read","Study1","F",2960,0,"Ex2B"
"M20336525BB","Read","Study1","F",1296,0,"Ex2B"
"M20338867_MMN","Read","Study1","F",3623,0,"Ex2B"
"M20339287_SAR","Read","Study1","F",1435,0,"Ex2B"
"M20339479_knm","Read","Study1","F",3459,0,"Ex2B"
"M20339742_EG","Read","Study1","F",4099,100,"Ex2B"
"M20340212_ras","Read","Study1","F",2366,100,"Ex2B"
