"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"10140033VDC","","sleep","0",0,3,"Read","nap","Study1","F","Study Phase2",1428,"Recall2","USM"
"10179740DJ","sleep","sleep","1",1,3,"Read","nap","Study1","F","Study Phase2",770,"Recall2","USM"
"W10129845_AGR","floor","sleep","0.2",0,3,"Read","nap","Study1","F","Study Phase2",512,"Recall2","USM"
"w10162130SM","","sleep","0",0,3,"Read","nap","Study1","F","Study Phase2",216,"Recall2","USM"
"w10176000_clb","time","sleep","0.2",0,3,"Read","nap","Study1","F","Study Phase2",739,"Recall2","USM"
"w10185331","sleep","sleep","1",1,3,"Read","nap","Study1","F","Study Phase2",3613,"Recall2","USM"
"w10192865SS","sleep","sleep","1",1,3,"Read","nap","Study1","F","Study Phase2",1671,"Recall2","USM"
"10129766MIB","flower","flower","1",1,3,"Read","orchid","Study1","F","Study Phase2",1442,"Recall2","USM"
"10140033VDC","flower","flower","1",1,3,"Read","orchid","Study1","F","Study Phase2",1420,"Recall2","USM"
"10179740DJ","flowers","flower","0.857142857142857",1,3,"Read","orchid","Study1","F","Study Phase2",916,"Recall2","USM"
"W10129845_AGR","","flower","0",0,3,"Read","orchid","Study1","F","Study Phase2",471,"Recall2","USM"
"w10162130SM","","flower","0",0,3,"Read","orchid","Study1","F","Study Phase2",133,"Recall2","USM"
"w10176000_clb","plant","flower","0.166666666666667",0,3,"Read","orchid","Study1","F","Study Phase2",1393,"Recall2","USM"
"w10185331","flower","flower","1",1,3,"Read","orchid","Study1","F","Study Phase2",4321,"Recall2","USM"
"w10192865SS","flower","flower","1",1,3,"Read","orchid","Study1","F","Study Phase2",2385,"Recall2","USM"
"10129766MIB","sweet","tree","0.6",0,3,"Read","pancakes","Study1","M","Study Phase2",1320,"Recall2","USM"
"10140033VDC","tree","tree","1",1,3,"Read","pancakes","Study1","M","Study Phase2",1808,"Recall2","USM"
"10179740DJ","tree","tree","1",1,3,"Read","pancakes","Study1","M","Study Phase2",1025,"Recall2","USM"
"W10129845_AGR","syrup","tree","0.2",0,3,"Read","pancakes","Study1","M","Study Phase2",452,"Recall2","USM"
"w10162130SM","","tree","0",0,3,"Read","pancakes","Study1","M","Study Phase2",120,"Recall2","USM"
"w10176000_clb","syrup","tree","0.2",0,3,"Read","pancakes","Study1","M","Study Phase2",854,"Recall2","USM"
"w10185331","tree","tree","1",1,3,"Read","pancakes","Study1","M","Study Phase2",5503,"Recall2","USM"
"w10192865SS","tree","tree","1",1,3,"Read","pancakes","Study1","M","Study Phase2",4472,"Recall2","USM"
"10129766MIB","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",1054,"Recall2","USM"
"10140033VDC","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",1949,"Recall2","USM"
"10179740DJ","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",988,"Recall2","USM"
"W10129845_AGR","","plant","0",0,3,"Read","root","Study1","F","Study Phase2",524,"Recall2","USM"
"w10162130SM","trees","plant","0.2",0,3,"Read","root","Study1","F","Study Phase2",194,"Recall2","USM"
"w10176000_clb","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",1823,"Recall2","USM"
"w10185331","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",4757,"Recall2","USM"
"w10192865SS","plant","plant","1",1,3,"Read","root","Study1","F","Study Phase2",2142,"Recall2","USM"
"10129766MIB","hair","ceiling","0.142857142857143",0,3,"Read","rug","Study1","M","Study Phase2",1387,"Recall2","USM"
"10140033VDC","ceiling","ceiling","1",1,3,"Read","rug","Study1","M","Study Phase2",1315,"Recall2","USM"
"10179740DJ","ceiling","ceiling","1",1,3,"Read","rug","Study1","M","Study Phase2",965,"Recall2","USM"
"W10129845_AGR","","ceiling","0",0,3,"Read","rug","Study1","M","Study Phase2",447,"Recall2","USM"
"w10162130SM","","ceiling","0",0,3,"Read","rug","Study1","M","Study Phase2",108,"Recall2","USM"
"w10176000_clb","carpet","ceiling","0.285714285714286",0,3,"Read","rug","Study1","M","Study Phase2",803,"Recall2","USM"
"w10185331","ceiling","ceiling","1",1,3,"Read","rug","Study1","M","Study Phase2",5704,"Recall2","USM"
"w10192865SS","ceiling","ceiling","1",1,3,"Read","rug","Study1","M","Study Phase2",3133,"Recall2","USM"
"10129766MIB","hair","head","0.5",0,3,"Read","scalp","Study1","F","Study Phase2",1270,"Recall2","USM"
"10140033VDC","","head","0",0,3,"Read","scalp","Study1","F","Study Phase2",1331,"Recall2","USM"
"10179740DJ","head","head","1",1,3,"Read","scalp","Study1","F","Study Phase2",975,"Recall2","USM"
"W10129845_AGR","","head","0",0,3,"Read","scalp","Study1","F","Study Phase2",458,"Recall2","USM"
"w10162130SM","","head","0",0,3,"Read","scalp","Study1","F","Study Phase2",110,"Recall2","USM"
"w10176000_clb","head","head","1",1,3,"Read","scalp","Study1","F","Study Phase2",2883,"Recall2","USM"
"w10185331","head","head","1",1,3,"Read","scalp","Study1","F","Study Phase2",4843,"Recall2","USM"
"w10192865SS","head","head","1",1,3,"Read","scalp","Study1","F","Study Phase2",2820,"Recall2","USM"
"10129766MIB","fish","shake","0.4",0,3,"Read","shell","Study1","U","Study Phase2",1278,"Recall2","USM"
"10140033VDC","tail","shake","0.2",0,3,"Read","shell","Study1","U","Study Phase2",1804,"Recall2","USM"
"10179740DJ","snake","shake","0.8",1,3,"Read","shell","Study1","U","Study Phase2",885,"Recall2","USM"
"W10129845_AGR","sand","shake","0.4",0,3,"Read","shell","Study1","U","Study Phase2",464,"Recall2","USM"
"w10162130SM","shock","shake","0.6",0,3,"Read","shell","Study1","U","Study Phase2",141,"Recall2","USM"
"w10176000_clb","fish","shake","0.4",0,3,"Read","shell","Study1","U","Study Phase2",1072,"Recall2","USM"
"w10185331","shake","shake","1",1,3,"Read","shell","Study1","U","Study Phase2",3937,"Recall2","USM"
"w10192865SS","shake","shake","1",1,3,"Read","shell","Study1","U","Study Phase2",3687,"Recall2","USM"
"10129766MIB","stop","tick","0.25",0,3,"Read","sign","Study1","U","Study Phase2",1071,"Recall2","USM"
"10140033VDC","tick","tick","1",1,3,"Read","sign","Study1","U","Study Phase2",1518,"Recall2","USM"
"10179740DJ","tick","tick","1",1,3,"Read","sign","Study1","U","Study Phase2",885,"Recall2","USM"
"W10129845_AGR","","tick","0",0,3,"Read","sign","Study1","U","Study Phase2",411,"Recall2","USM"
"w10162130SM","","tick","0",0,3,"Read","sign","Study1","U","Study Phase2",148,"Recall2","USM"
"w10176000_clb","stop","tick","0.25",0,3,"Read","sign","Study1","U","Study Phase2",567,"Recall2","USM"
"w10185331","tick","tick","1",1,3,"Read","sign","Study1","U","Study Phase2",5328,"Recall2","USM"
"w10192865SS","tick","tick","1",1,3,"Read","sign","Study1","U","Study Phase2",4314,"Recall2","USM"
"10129766MIB","water","drink","0.2",0,3,"Read","sip","Study1","F","Study Phase2",1244,"Recall2","USM"
"10140033VDC","drink","drink","1",1,3,"Read","sip","Study1","F","Study Phase2",1407,"Recall2","USM"
"10179740DJ","drink","drink","1",1,3,"Read","sip","Study1","F","Study Phase2",850,"Recall2","USM"
"W10129845_AGR","","drink","0",0,3,"Read","sip","Study1","F","Study Phase2",592,"Recall2","USM"
"w10162130SM","","drink","0",0,3,"Read","sip","Study1","F","Study Phase2",119,"Recall2","USM"
"w10176000_clb","water","drink","0.2",0,3,"Read","sip","Study1","F","Study Phase2",998,"Recall2","USM"
"w10185331","drink","drink","1",1,3,"Read","sip","Study1","F","Study Phase2",4506,"Recall2","USM"
"w10192865SS","drink","drink","1",1,3,"Read","sip","Study1","F","Study Phase2",1658,"Recall2","USM"
"10129766MIB","later","belt","0.6",0,3,"Read","soon","Study1","U","Study Phase2",1097,"Recall2","USM"
"10140033VDC","belt","belt","1",1,3,"Read","soon","Study1","U","Study Phase2",1660,"Recall2","USM"
"10179740DJ","belt","belt","1",1,3,"Read","soon","Study1","U","Study Phase2",958,"Recall2","USM"
"W10129845_AGR","","belt","0",0,3,"Read","soon","Study1","U","Study Phase2",938,"Recall2","USM"
"w10162130SM","","belt","0",0,3,"Read","soon","Study1","U","Study Phase2",169,"Recall2","USM"
"w10176000_clb","fast","belt","0.25",0,3,"Read","soon","Study1","U","Study Phase2",1149,"Recall2","USM"
"w10185331","belt","belt","1",1,3,"Read","soon","Study1","U","Study Phase2",7048,"Recall2","USM"
"w10192865SS","","belt","0",0,3,"Read","soon","Study1","U","Study Phase2",4287,"Recall2","USM"
"10129766MIB","beach","beach","1",1,3,"Read","square","Study1","M","Study Phase2",1285,"Recall2","USM"
"10140033VDC","beach","beach","1",1,3,"Read","square","Study1","M","Study Phase2",1466,"Recall2","USM"
"10179740DJ","beach","beach","1",1,3,"Read","square","Study1","M","Study Phase2",829,"Recall2","USM"
"W10129845_AGR","","beach","0",0,3,"Read","square","Study1","M","Study Phase2",463,"Recall2","USM"
"w10162130SM","","beach","0",0,3,"Read","square","Study1","M","Study Phase2",142,"Recall2","USM"
"w10176000_clb","beach","beach","1",1,3,"Read","square","Study1","M","Study Phase2",2182,"Recall2","USM"
"w10185331","beach","beach","1",1,3,"Read","square","Study1","M","Study Phase2",5432,"Recall2","USM"
"w10192865SS","","beach","0",0,3,"Read","square","Study1","M","Study Phase2",3602,"Recall2","USM"
"10129766MIB","muscle","cloth","0.333333333333333",0,3,"Read","stretch","Study1","U","Study Phase2",889,"Recall2","USM"
"10140033VDC","cloth","cloth","1",1,3,"Read","stretch","Study1","U","Study Phase2",2134,"Recall2","USM"
"10179740DJ","cloth","cloth","1",1,3,"Read","stretch","Study1","U","Study Phase2",977,"Recall2","USM"
"W10129845_AGR","","cloth","0",0,3,"Read","stretch","Study1","U","Study Phase2",321,"Recall2","USM"
"w10162130SM","","cloth","0",0,3,"Read","stretch","Study1","U","Study Phase2",110,"Recall2","USM"
"w10176000_clb","exercise ","cloth","0.111111111111111",0,3,"Read","stretch","Study1","U","Study Phase2",840,"Recall2","USM"
"w10185331","cloth","cloth","1",1,3,"Read","stretch","Study1","U","Study Phase2",3834,"Recall2","USM"
"w10192865SS","cloth","cloth","1",1,3,"Read","stretch","Study1","U","Study Phase2",2294,"Recall2","USM"
"10129766MIB","lake","bird","0",0,3,"Read","swan","Study1","F","Study Phase2",971,"Recall2","USM"
"10140033VDC","bird","bird","1",1,3,"Read","swan","Study1","F","Study Phase2",1613,"Recall2","USM"
"10179740DJ","bird","bird","1",1,3,"Read","swan","Study1","F","Study Phase2",1007,"Recall2","USM"
"W10129845_AGR","","bird","0",0,3,"Read","swan","Study1","F","Study Phase2",253,"Recall2","USM"
"w10162130SM","","bird","0",0,3,"Read","swan","Study1","F","Study Phase2",176,"Recall2","USM"
"w10176000_clb","bird","bird","1",1,3,"Read","swan","Study1","F","Study Phase2",1062,"Recall2","USM"
"w10185331","bird","bird","1",1,3,"Read","swan","Study1","F","Study Phase2",5179,"Recall2","USM"
"w10192865SS","bird","bird","1",1,3,"Read","swan","Study1","F","Study Phase2",2767,"Recall2","USM"
"10129766MIB","hot","morning","0.142857142857143",0,3,"Read","temperature","Study1","U","Study Phase2",956,"Recall2","USM"
"10140033VDC","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",1659,"Recall2","USM"
"10179740DJ","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",968,"Recall2","USM"
"W10129845_AGR","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",568,"Recall2","USM"
"w10162130SM","","morning","0",0,3,"Read","temperature","Study1","U","Study Phase2",152,"Recall2","USM"
"w10176000_clb","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",1193,"Recall2","USM"
"w10185331","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",4398,"Recall2","USM"
"w10192865SS","morning","morning","1",1,3,"Read","temperature","Study1","U","Study Phase2",3745,"Recall2","USM"
"10129766MIB","car","horse","0.2",0,3,"Read","tire","Study1","M","Study Phase2",1153,"Recall2","USM"
"10140033VDC","","horse","0",0,3,"Read","tire","Study1","M","Study Phase2",1288,"Recall2","USM"
"10179740DJ","horse","horse","1",1,3,"Read","tire","Study1","M","Study Phase2",1140,"Recall2","USM"
"W10129845_AGR","","horse","0",0,3,"Read","tire","Study1","M","Study Phase2",497,"Recall2","USM"
"w10162130SM","patch","horse","0.2",0,3,"Read","tire","Study1","M","Study Phase2",338,"Recall2","USM"
"w10176000_clb","black","horse","0",0,3,"Read","tire","Study1","M","Study Phase2",844,"Recall2","USM"
"w10185331","horse","horse","1",1,3,"Read","tire","Study1","M","Study Phase2",5199,"Recall2","USM"
"w10192865SS","horse","horse","1",1,3,"Read","tire","Study1","M","Study Phase2",5909,"Recall2","USM"
"10129766MIB","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",1356,"Recall2","USM"
"10140033VDC","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",1383,"Recall2","USM"
"10179740DJ","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",843,"Recall2","USM"
"W10129845_AGR","","fish","0",0,3,"Read","tuna","Study1","F","Study Phase2",277,"Recall2","USM"
"w10162130SM","","fish","0",0,3,"Read","tuna","Study1","F","Study Phase2",117,"Recall2","USM"
"w10176000_clb","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",1102,"Recall2","USM"
"w10185331","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",2588,"Recall2","USM"
"w10192865SS","fish","fish","1",1,3,"Read","tuna","Study1","F","Study Phase2",2698,"Recall2","USM"
"10129766MIB","car","charm","0.6",0,3,"Read","vehicle","Study1","U","Study Phase2",943,"Recall2","USM"
"10140033VDC","car","charm","0.6",0,3,"Read","vehicle","Study1","U","Study Phase2",1512,"Recall2","USM"
"10179740DJ","charm","charm","1",1,3,"Read","vehicle","Study1","U","Study Phase2",869,"Recall2","USM"
"W10129845_AGR","","charm","0",0,3,"Read","vehicle","Study1","U","Study Phase2",441,"Recall2","USM"
"w10162130SM","","charm","0",0,3,"Read","vehicle","Study1","U","Study Phase2",204,"Recall2","USM"
"w10176000_clb","road","charm","0.4",0,3,"Read","vehicle","Study1","U","Study Phase2",1031,"Recall2","USM"
"w10185331","charm","charm","1",1,3,"Read","vehicle","Study1","U","Study Phase2",4765,"Recall2","USM"
"w10192865SS","","charm","0",0,3,"Read","vehicle","Study1","U","Study Phase2",4866,"Recall2","USM"
"10129766MIB","money","money","1",1,3,"Read","wage","Study1","F","Study Phase2",733,"Recall2","USM"
"10140033VDC","pay","money","0.2",0,3,"Read","wage","Study1","F","Study Phase2",1239,"Recall2","USM"
"10179740DJ","money","money","1",1,3,"Read","wage","Study1","F","Study Phase2",902,"Recall2","USM"
"W10129845_AGR","","money","0",0,3,"Read","wage","Study1","F","Study Phase2",541,"Recall2","USM"
"w10162130SM","","money","0",0,3,"Read","wage","Study1","F","Study Phase2",165,"Recall2","USM"
"w10176000_clb","money","money","1",1,3,"Read","wage","Study1","F","Study Phase2",963,"Recall2","USM"
"w10185331","money","money","1",1,3,"Read","wage","Study1","F","Study Phase2",4411,"Recall2","USM"
"w10192865SS","money","money","1",1,3,"Read","wage","Study1","F","Study Phase2",2396,"Recall2","USM"
"10129766MIB","bank","sentence","0.125",0,3,"Read","word","Study1","F","Study Phase2",1315,"Recall2","USM"
"10140033VDC","play","sentence","0",0,3,"Read","word","Study1","F","Study Phase2",1515,"Recall2","USM"
"10179740DJ","sentence","sentence","1",1,3,"Read","word","Study1","F","Study Phase2",1025,"Recall2","USM"
"W10129845_AGR","","sentence","0",0,3,"Read","word","Study1","F","Study Phase2",264,"Recall2","USM"
"w10162130SM","","sentence","0",0,3,"Read","word","Study1","F","Study Phase2",307,"Recall2","USM"
"w10176000_clb","sentence ","sentence","0.888888888888889",1,3,"Read","word","Study1","F","Study Phase2",2047,"Recall2","USM"
"w10185331","sentence","sentence","1",1,3,"Read","word","Study1","F","Study Phase2",3924,"Recall2","USM"
"w10192865SS","sentence","sentence","1",1,3,"Read","word","Study1","F","Study Phase2",1962,"Recall2","USM"
"10129766MIB","string","rough","0.333333333333333",0,3,"Read","worm","Study1","M","Study Phase2",976,"Recall2","USM"
"10140033VDC","rough","rough","1",1,3,"Read","worm","Study1","M","Study Phase2",1422,"Recall2","USM"
"10179740DJ","rough","rough","1",1,3,"Read","worm","Study1","M","Study Phase2",874,"Recall2","USM"
"W10129845_AGR","","rough","0",0,3,"Read","worm","Study1","M","Study Phase2",2010,"Recall2","USM"
"w10162130SM","","rough","0",0,3,"Read","worm","Study1","M","Study Phase2",156,"Recall2","USM"
"w10176000_clb","sliver","rough","0.166666666666667",0,3,"Read","worm","Study1","M","Study Phase2",733,"Recall2","USM"
"w10185331","rough","rough","1",1,3,"Read","worm","Study1","M","Study Phase2",4869,"Recall2","USM"
"w10192865SS","rough","rough","1",1,3,"Read","worm","Study1","M","Study Phase2",6322,"Recall2","USM"
"W10140113ED","razor","razor","1",1,1,"Read","arm","Study2","M","Study Phase2",3212,"Recall2","USM"
"w10154105DM","","razor","0",0,1,"Read","arm","Study2","M","Study Phase2",4787,"Recall2","USM"
"w10161018@usm.edu_JRM","leg","razor","0",0,1,"Read","arm","Study2","M","Study Phase2",1364,"Recall2","USM"
"W10173435VPS","leg","razor","0",0,1,"Read","arm","Study2","M","Study Phase2",3646,"Recall2","USM"
"w10175420MM","leg","razor","0",0,1,"Read","arm","Study2","M","Study Phase2",260,"Recall2","USM"
"w10175528_CLJ","","razor","0",0,1,"Read","arm","Study2","M","Study Phase2",352,"Recall2","USM"
"W10192914_JML","body","razor","0.2",0,1,"Read","arm","Study2","M","Study Phase2",2248,"Recall2","USM"
"W10140113ED","","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",507,"Recall2","USM"
"w10154105DM","paint","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",1897,"Recall2","USM"
"w10161018@usm.edu_JRM","","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",959,"Recall2","USM"
"W10173435VPS","create","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",2215,"Recall2","USM"
"w10175420MM","paint","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",474,"Recall2","USM"
"w10175528_CLJ","","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",415,"Recall2","USM"
"W10192914_JML","","wolf","0",0,1,"Read","art","Study2","U","Study Phase2",1616,"Recall2","USM"
"W10140113ED","vessell","bronze","0.142857142857143",0,1,"Read","artery","Study2","U","Study Phase2",1192,"Recall2","USM"
"w10154105DM","bronze","bronze","1",1,1,"Read","artery","Study2","U","Study Phase2",3517,"Recall2","USM"
"w10161018@usm.edu_JRM","","bronze","0",0,1,"Read","artery","Study2","U","Study Phase2",983,"Recall2","USM"
"W10173435VPS","copper","bronze","0.5",0,1,"Read","artery","Study2","U","Study Phase2",2326,"Recall2","USM"
"w10175420MM","blood","bronze","0.333333333333333",0,1,"Read","artery","Study2","U","Study Phase2",362,"Recall2","USM"
"w10175528_CLJ","","bronze","0",0,1,"Read","artery","Study2","U","Study Phase2",700,"Recall2","USM"
"W10192914_JML","bronze","bronze","1",1,1,"Read","artery","Study2","U","Study Phase2",2169,"Recall2","USM"
"W10140113ED","clothes","clothes","1",1,1,"Read","attire","Study2","F","Study Phase2",614,"Recall2","USM"
"w10154105DM","clothes","clothes","1",1,1,"Read","attire","Study2","F","Study Phase2",2577,"Recall2","USM"
"w10161018@usm.edu_JRM","","clothes","0",0,1,"Read","attire","Study2","F","Study Phase2",1671,"Recall2","USM"
"W10173435VPS","clothes","clothes","1",1,1,"Read","attire","Study2","F","Study Phase2",2599,"Recall2","USM"
"w10175420MM","clothes","clothes","1",1,1,"Read","attire","Study2","F","Study Phase2",886,"Recall2","USM"
"w10175528_CLJ","","clothes","0",0,1,"Read","attire","Study2","F","Study Phase2",350,"Recall2","USM"
"W10192914_JML","clothes","clothes","1",1,1,"Read","attire","Study2","F","Study Phase2",1095,"Recall2","USM"
"W10140113ED","","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",462,"Recall2","USM"
"w10154105DM","sit","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",2032,"Recall2","USM"
"w10161018@usm.edu_JRM","","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",1662,"Recall2","USM"
"W10173435VPS","seat","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",3966,"Recall2","USM"
"w10175420MM","sit","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",728,"Recall2","USM"
"w10175528_CLJ","","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",192,"Recall2","USM"
"W10192914_JML","","horn","0",0,1,"Read","bench","Study2","U","Study Phase2",1729,"Recall2","USM"
"W10140113ED","","heavy","0",0,1,"Read","bird","Study2","M","Study Phase2",706,"Recall2","USM"
"w10154105DM","","heavy","0",0,1,"Read","bird","Study2","M","Study Phase2",1419,"Recall2","USM"
"w10161018@usm.edu_JRM","","heavy","0",0,1,"Read","bird","Study2","M","Study Phase2",1068,"Recall2","USM"
"W10173435VPS","heavy","heavy","1",1,1,"Read","bird","Study2","M","Study Phase2",8127,"Recall2","USM"
"w10175420MM","fly","heavy","0.2",0,1,"Read","bird","Study2","M","Study Phase2",1137,"Recall2","USM"
"w10175528_CLJ","","heavy","0",0,1,"Read","bird","Study2","M","Study Phase2",371,"Recall2","USM"
"W10192914_JML","","heavy","0",0,1,"Read","bird","Study2","M","Study Phase2",1215,"Recall2","USM"
"W10140113ED","fire","fire","1",1,1,"Read","blaze","Study2","F","Study Phase2",1219,"Recall2","USM"
"w10154105DM","fire","fire","1",1,1,"Read","blaze","Study2","F","Study Phase2",6387,"Recall2","USM"
"w10161018@usm.edu_JRM","","fire","0",0,1,"Read","blaze","Study2","F","Study Phase2",952,"Recall2","USM"
"W10173435VPS","fire","fire","1",1,1,"Read","blaze","Study2","F","Study Phase2",4468,"Recall2","USM"
"w10175420MM","fire","fire","1",1,1,"Read","blaze","Study2","F","Study Phase2",1243,"Recall2","USM"
"w10175528_CLJ","","fire","0",0,1,"Read","blaze","Study2","F","Study Phase2",324,"Recall2","USM"
"W10192914_JML","fire","fire","1",1,1,"Read","blaze","Study2","F","Study Phase2",971,"Recall2","USM"
"W10140113ED","neither","ounce","0.285714285714286",0,1,"Read","both","Study2","U","Study Phase2",571,"Recall2","USM"
"w10154105DM","two","ounce","0.2",0,1,"Read","both","Study2","U","Study Phase2",2380,"Recall2","USM"
"w10161018@usm.edu_JRM","","ounce","0",0,1,"Read","both","Study2","U","Study Phase2",1023,"Recall2","USM"
"W10173435VPS","together","ounce","0.25",0,1,"Read","both","Study2","U","Study Phase2",4344,"Recall2","USM"
"w10175420MM","neither","ounce","0.285714285714286",0,1,"Read","both","Study2","U","Study Phase2",461,"Recall2","USM"
"w10175528_CLJ","","ounce","0",0,1,"Read","both","Study2","U","Study Phase2",242,"Recall2","USM"
"W10192914_JML","","ounce","0",0,1,"Read","both","Study2","U","Study Phase2",1386,"Recall2","USM"
"W10140113ED","water","water","1",1,1,"Read","bridge","Study2","F","Study Phase2",1488,"Recall2","USM"
"w10154105DM","gap","water","0.2",0,1,"Read","bridge","Study2","F","Study Phase2",2223,"Recall2","USM"
"w10161018@usm.edu_JRM","","water","0",0,1,"Read","bridge","Study2","F","Study Phase2",1052,"Recall2","USM"
"W10173435VPS","water","water","1",1,1,"Read","bridge","Study2","F","Study Phase2",2250,"Recall2","USM"
"w10175420MM","water","water","1",1,1,"Read","bridge","Study2","F","Study Phase2",308,"Recall2","USM"
"w10175528_CLJ","","water","0",0,1,"Read","bridge","Study2","F","Study Phase2",425,"Recall2","USM"
"W10192914_JML","","water","0",0,1,"Read","bridge","Study2","F","Study Phase2",1061,"Recall2","USM"
"W10140113ED","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1085,"Recall2","USM"
"w10154105DM","","plant","0",0,1,"Read","cactus","Study2","F","Study Phase2",2890,"Recall2","USM"
"w10161018@usm.edu_JRM","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1000,"Recall2","USM"
"W10173435VPS","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1846,"Recall2","USM"
"w10175420MM","tree","plant","0.2",0,1,"Read","cactus","Study2","F","Study Phase2",730,"Recall2","USM"
"w10175528_CLJ","","plant","0",0,1,"Read","cactus","Study2","F","Study Phase2",307,"Recall2","USM"
"W10192914_JML","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1779,"Recall2","USM"
"W10140113ED","money","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",569,"Recall2","USM"
"w10154105DM","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",4854,"Recall2","USM"
"w10161018@usm.edu_JRM","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",1327,"Recall2","USM"
"W10173435VPS","spend","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",1796,"Recall2","USM"
"w10175420MM","money","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",364,"Recall2","USM"
"w10175528_CLJ","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",450,"Recall2","USM"
"W10192914_JML","money","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",1076,"Recall2","USM"
"W10140113ED","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",426,"Recall2","USM"
"w10154105DM","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1768,"Recall2","USM"
"w10161018@usm.edu_JRM","","red","0",0,1,"Read","cherry","Study2","F","Study Phase2",1131,"Recall2","USM"
"W10173435VPS","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1557,"Recall2","USM"
"w10175420MM","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",925,"Recall2","USM"
"w10175528_CLJ","","red","0",0,1,"Read","cherry","Study2","F","Study Phase2",192,"Recall2","USM"
"W10192914_JML","","red","0",0,1,"Read","cherry","Study2","F","Study Phase2",1331,"Recall2","USM"
"W10140113ED","relax","cold","0.2",0,1,"Read","chill","Study2","F","Study Phase2",574,"Recall2","USM"
"w10154105DM","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",2532,"Recall2","USM"
"w10161018@usm.edu_JRM","","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",987,"Recall2","USM"
"W10173435VPS","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",9238,"Recall2","USM"
"w10175420MM","cool","cold","0.75",1,1,"Read","chill","Study2","F","Study Phase2",600,"Recall2","USM"
"w10175528_CLJ","","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",288,"Recall2","USM"
"W10192914_JML","","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",872,"Recall2","USM"
"W10140113ED","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",469,"Recall2","USM"
"w10154105DM","chimney","hammer","0.428571428571429",0,1,"Read","chisel","Study2","F","Study Phase2",3640,"Recall2","USM"
"w10161018@usm.edu_JRM","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",1150,"Recall2","USM"
"W10173435VPS","stone","hammer","0.166666666666667",0,1,"Read","chisel","Study2","F","Study Phase2",3525,"Recall2","USM"
"w10175420MM","art","hammer","0.333333333333333",0,1,"Read","chisel","Study2","F","Study Phase2",465,"Recall2","USM"
"w10175528_CLJ","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",171,"Recall2","USM"
"W10192914_JML","wood","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",966,"Recall2","USM"
